STNAME,year_start,year_end,variable,control,population,query,wt_var,url
DELAWARE,2012,2013,ABODHER,NONE,"4,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DDELAWARE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DISTRICT OFCOLUMBIA,2012,2013,ABODHER,NONE,"2,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DDISTRICT+OF+COLUMBIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
FLORIDA,2012,2013,ABODHER,NONE,"23,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DFLORIDA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DGEORGIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DHAWAII&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DIDAHO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,2012,2013,ABODHER,NONE,"13,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DILLINOIS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,2012,2013,ABODHER,NONE,"15,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DINDIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DIOWA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,2012,2013,ABODHER,NONE,"13,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DKENTUCKY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DLOUISIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,2012,2013,ABODHER,NONE,"2,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMAINE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,2012,2013,ABODHER,NONE,"8,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMARYLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,2012,2013,ABODHER,NONE,"32,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMASSACHUSETTS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,2012,2013,ABODHER,NONE,"23,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMICHIGAN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,2012,2013,ABODHER,NONE,"2,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMINNESOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSISSIPPI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSOURI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,2012,2013,ABODHER,NONE,0,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMONTANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEBRASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,2012,2013,ABODHER,NONE,"6,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEVADA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,2012,2013,ABODHER,NONE,"5,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+HAMPSHIRE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,2012,2013,ABODHER,NONE,"38,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+JERSEY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,2012,2013,ABODHER,NONE,"4,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+MEXICO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,2012,2013,ABODHER,NONE,"23,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+YORK&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,2012,2013,ABODHER,NONE,"18,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,2012,2013,ABODHER,NONE,"31,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOHIO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOKLAHOMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,2012,2013,ABODHER,NONE,"7,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOREGON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,2012,2013,ABODHER,NONE,"38,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DPENNSYLVANIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,2012,2013,ABODHER,NONE,"4,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DRHODE+ISLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,2012,2013,ABODHER,NONE,"4,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DSOUTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DSOUTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,2012,2013,ABODHER,NONE,"11,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DTENNESSEE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,2012,2013,ABODHER,NONE,"20,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DTEXAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,2012,2013,ABODHER,NONE,"4,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DUTAH&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,2012,2013,ABODHER,NONE,0,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DVERMONT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,2012,2013,ABODHER,NONE,"5,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DVIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,2012,2013,ABODHER,NONE,"18,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWASHINGTON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWEST+VIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WISCONSIN,2012,2013,ABODHER,NONE,"5,000",18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWISCONSIN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WYOMING,2012,2013,ABODHER,NONE,Suppressed,18,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2012-2013-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWYOMING&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALABAMA,2014,2015,ABODHER,NONE,"7,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DALABAMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ALASKA,2014,2015,ABODHER,NONE,"6,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DALASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARIZONA,2014,2015,ABODHER,NONE,"27,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DARIZONA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ARKANSAS,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DARKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CALIFORNIA,2014,2015,ABODHER,NONE,"41,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DCALIFORNIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
COLORADO,2014,2015,ABODHER,NONE,"18,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DCOLORADO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
CONNECTICUT,2014,2015,ABODHER,NONE,"19,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DCONNECTICUT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DELAWARE,2014,2015,ABODHER,NONE,"8,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DDELAWARE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
DISTRICT OFCOLUMBIA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DDISTRICT+OF+COLUMBIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
FLORIDA,2014,2015,ABODHER,NONE,"22,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DFLORIDA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
GEORGIA,2014,2015,ABODHER,NONE,"9,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DGEORGIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
HAWAII,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DHAWAII&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IDAHO,2014,2015,ABODHER,NONE,"3,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DIDAHO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
ILLINOIS,2014,2015,ABODHER,NONE,"24,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DILLINOIS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
INDIANA,2014,2015,ABODHER,NONE,"14,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DINDIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
IOWA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DIOWA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KANSAS,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DKANSAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
KENTUCKY,2014,2015,ABODHER,NONE,"10,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DKENTUCKY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
LOUISIANA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DLOUISIANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MAINE,2014,2015,ABODHER,NONE,"1,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMAINE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MARYLAND,2014,2015,ABODHER,NONE,"21,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMARYLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MASSACHUSETTS,2014,2015,ABODHER,NONE,"17,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMASSACHUSETTS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MICHIGAN,2014,2015,ABODHER,NONE,"21,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMICHIGAN&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MINNESOTA,2014,2015,ABODHER,NONE,"14,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMINNESOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSISSIPPI,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSISSIPPI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MISSOURI,2014,2015,ABODHER,NONE,"9,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMISSOURI&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
MONTANA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DMONTANA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEBRASKA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEBRASKA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEVADA,2014,2015,ABODHER,NONE,"9,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEVADA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW HAMPSHIRE,2014,2015,ABODHER,NONE,"5,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+HAMPSHIRE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW JERSEY,2014,2015,ABODHER,NONE,"61,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+JERSEY&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW MEXICO,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+MEXICO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NEW YORK,2014,2015,ABODHER,NONE,"63,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNEW+YORK&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH CAROLINA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
NORTH DAKOTA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DNORTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OHIO,2014,2015,ABODHER,NONE,"36,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOHIO&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OKLAHOMA,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOKLAHOMA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
OREGON,2014,2015,ABODHER,NONE,"11,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DOREGON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
PENNSYLVANIA,2014,2015,ABODHER,NONE,"41,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DPENNSYLVANIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
RHODE ISLAND,2014,2015,ABODHER,NONE,"4,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DRHODE+ISLAND&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH CAROLINA,2014,2015,ABODHER,NONE,"7,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DSOUTH+CAROLINA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
SOUTH DAKOTA,2014,2015,ABODHER,NONE,"1,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DSOUTH+DAKOTA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TENNESSEE,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DTENNESSEE&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
TEXAS,2014,2015,ABODHER,NONE,Suppressed,19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DTEXAS&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
UTAH,2014,2015,ABODHER,NONE,"6,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DUTAH&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VERMONT,2014,2015,ABODHER,NONE,"2,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DVERMONT&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
VIRGINIA,2014,2015,ABODHER,NONE,"17,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DVIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WASHINGTON,2014,2015,ABODHER,NONE,"21,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWASHINGTON&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
WEST VIRGINIA,2014,2015,ABODHER,NONE,"6,000",19,DASWT_1,https://rdas.samhsa.gov/#/survey/NSDUH-2014-2015-RD02YR?column=ABODHER&filter=ABODHER%3D1%26STNAME%3DWEST+VIRGINIA&results_received=FALSE&row=STNAME&run_chisq=FALSE&weight=DASWT_1
